,CelularPraAcessar,ComputadorPraAcessar,RendaPerCapita,TemCelular,TemComputador
76657,Sim,2.0,600.0,2.0,1.0
76660,Sim,2.0,433.0,2.0,1.0
76666,Sim,2.0,446.0,2.0,1.0
76677,Sim,2.0,944.0,2.0,1.0
76686,Sim,2.0,105.0,2.0,1.0
76690,Sim,2.0,297.0,2.0,1.0
76709,Sim,2.0,1225.0,2.0,1.0
76710,Sim,2.0,2080.0,2.0,1.0
76711,Não,2.0,8000.0,2.0,1.0
76712,Sim,2.0,1220.0,2.0,1.0
76713,Sim,2.0,557.0,2.0,1.0
76714,Sim,2.0,863.0,2.0,1.0
76715,Sim,2.0,3500.0,2.0,1.0
76716,Sim,2.0,3275.0,2.0,1.0
76717,Sim,2.0,3900.0,2.0,1.0
76718,Sim,2.0,1075.0,2.0,1.0
76719,Sim,2.0,1400.0,2.0,1.0
76723,Sim,2.0,766.0,2.0,1.0
76724,Sim,2.0,300.0,2.0,1.0
76727,Não,2.0,683.0,2.0,1.0
76730,Sim,2.0,2000.0,2.0,1.0
76731,Sim,2.0,235.0,2.0,1.0
76732,Sim,2.0,2150.0,2.0,1.0
76735,Sim,2.0,1200.0,2.0,1.0
76737,Sim,2.0,800.0,2.0,1.0
76740,Sim,2.0,625.0,2.0,1.0
76741,Sim,2.0,940.0,2.0,1.0
76758,Sim,4.0,992.0,2.0,1.0
76761,Sim,4.0,1303.0,2.0,1.0
76769,Sem Informação,missing,1244.0,2.0,1.0
76779,Sim,4.0,447.0,2.0,1.0
76781,Sim,4.0,572.0,2.0,1.0
76782,Sim,2.0,1880.0,2.0,1.0
76784,Sim,2.0,733.0,2.0,1.0
76787,Sim,2.0,283.0,2.0,1.0
76790,Sim,2.0,1075.0,2.0,1.0
76792,Sim,2.0,170.0,2.0,1.0
76794,Sim,2.0,1200.0,2.0,1.0
76796,Sim,2.0,7600.0,2.0,1.0
76797,Sim,2.0,833.0,2.0,1.0
76803,Sem Informação,missing,750.0,2.0,1.0
76808,Sim,2.0,1576.0,2.0,1.0
76811,Sim,2.0,900.0,2.0,1.0
76816,Não,2.0,5000.0,2.0,1.0
76817,Sim,2.0,712.0,2.0,1.0
76818,Sem Informação,missing,883.0,2.0,1.0
76819,Sim,2.0,262.0,2.0,1.0
76820,Sim,2.0,2260.0,2.0,1.0
76821,Sim,2.0,2258.0,2.0,1.0
76822,Sim,2.0,657.0,2.0,1.0
76823,Sem Informação,missing,457.0,2.0,1.0
76827,Sim,4.0,812.0,2.0,1.0
76830,Sim,2.0,1900.0,2.0,1.0
76833,Sim,2.0,2576.0,2.0,1.0
76834,Não,2.0,979.0,2.0,1.0
76835,Sim,2.0,750.0,2.0,1.0
76838,Sim,2.0,652.0,2.0,1.0
76843,Sem Informação,missing,1000.0,2.0,1.0
76845,Sim,2.0,696.0,2.0,1.0
76847,Sim,2.0,6000.0,2.0,1.0
76848,Sim,2.0,1659.0,2.0,1.0
76849,Sim,2.0,1194.0,2.0,1.0
76853,Não,2.0,400.0,2.0,1.0
76854,Sim,2.0,822.0,2.0,1.0
76855,Sim,2.0,1350.0,2.0,1.0
76856,Sim,2.0,962.0,2.0,1.0
76859,Não,2.0,483.0,2.0,1.0
76863,Não,2.0,400.0,2.0,1.0
76875,Sim,2.0,933.0,2.0,1.0
76879,Sim,2.0,359.0,2.0,1.0
76880,Sim,2.0,140.0,2.0,1.0
76881,Não,2.0,472.0,2.0,1.0
76887,Sim,4.0,400.0,2.0,1.0
76896,Sim,2.0,465.0,2.0,1.0
76901,Sim,2.0,596.0,2.0,1.0
76902,Sim,2.0,1058.0,2.0,1.0
76903,Sim,2.0,690.0,2.0,1.0
76904,Sim,2.0,2179.0,2.0,1.0
76906,Sim,2.0,316.0,2.0,1.0
76907,Sim,2.0,4033.0,2.0,1.0
76910,Sim,2.0,3500.0,2.0,1.0
76918,Sim,2.0,2400.0,2.0,1.0
76920,Sim,2.0,2500.0,2.0,1.0
76921,Sim,2.0,2500.0,2.0,1.0
76922,Sem Informação,missing,4470.0,2.0,1.0
76927,Não,2.0,491.0,2.0,1.0
76931,Não,2.0,157.0,2.0,1.0
76932,Não,2.0,339.0,2.0,1.0
76935,Sem Informação,missing,591.0,2.0,1.0
76936,Sim,4.0,825.0,2.0,1.0
76937,Sim,4.0,575.0,2.0,1.0
76942,Sim,2.0,2100.0,2.0,1.0
76944,Sim,2.0,556.0,2.0,1.0
76945,Sim,2.0,1246.0,2.0,1.0
76950,Sim,2.0,980.0,2.0,1.0
76953,Sim,2.0,2850.0,2.0,1.0
76954,Sem Informação,missing,1190.0,2.0,1.0
76955,Sim,2.0,135.0,2.0,1.0
76960,Sim,2.0,650.0,2.0,1.0
76963,Sim,2.0,412.0,2.0,1.0
76964,Sim,2.0,525.0,2.0,1.0
76966,Sim,2.0,600.0,2.0,1.0
76973,Sim,2.0,470.0,2.0,1.0
76992,Sim,2.0,1544.0,2.0,1.0
76994,Sim,2.0,466.0,2.0,1.0
76995,Sim,2.0,2266.0,2.0,1.0
77016,Sim,2.0,1441.0,2.0,1.0
77021,Sem Informação,missing,492.0,2.0,1.0
77027,Sim,4.0,525.0,2.0,1.0
77030,Não,2.0,1800.0,2.0,1.0
77031,Sim,2.0,1777.0,2.0,1.0
77037,Sim,4.0,938.0,2.0,1.0
77041,Não,2.0,700.0,2.0,1.0
77043,Sim,2.0,23000.0,2.0,1.0
77044,Sim,2.0,944.0,2.0,1.0
77096,Sim,2.0,675.0,2.0,1.0
77098,Sim,2.0,1766.0,2.0,1.0
77100,Sim,2.0,919.0,2.0,1.0
77102,Sim,2.0,947.0,2.0,1.0
77103,Sim,2.0,4500.0,2.0,1.0
77105,Sim,2.0,762.0,2.0,1.0
77106,Sem Informação,missing,245.0,2.0,1.0
77108,Sim,2.0,2696.0,2.0,1.0
77111,Sim,4.0,1899.0,2.0,1.0
77113,Sim,2.0,1950.0,2.0,1.0
77115,Sim,4.0,497.0,2.0,1.0
77125,Sem Informação,missing,250.0,2.0,1.0
77131,Não,2.0,322.0,2.0,1.0
77132,Sem Informação,missing,788.0,2.0,1.0
77138,Sim,2.0,1156.0,2.0,1.0
77141,Sim,2.0,397.0,2.0,1.0
77146,Sim,2.0,537.0,2.0,1.0
77149,Não,2.0,1025.0,2.0,1.0
77151,Sim,2.0,940.0,2.0,1.0
77153,Sim,2.0,2666.0,2.0,1.0
77155,Não,2.0,929.0,2.0,1.0
77161,Sim,2.0,800.0,2.0,1.0
77162,Não,2.0,847.0,2.0,1.0
77169,Sim,4.0,775.0,2.0,1.0
77173,Sim,2.0,1425.0,2.0,1.0
77174,Sim,2.0,168.0,2.0,1.0
77175,Sem Informação,missing,400.0,2.0,1.0
77179,Sim,2.0,2697.0,2.0,1.0
77180,Sim,2.0,1433.0,2.0,1.0
77181,Sim,2.0,1700.0,2.0,1.0
77187,Sim,2.0,800.0,2.0,1.0
77189,Sim,2.0,1266.0,2.0,1.0
77191,Sim,2.0,2800.0,2.0,1.0
77195,Sim,2.0,900.0,2.0,1.0
77197,Sem Informação,missing,4000.0,2.0,1.0
77198,Sim,2.0,1475.0,2.0,1.0
77199,Sim,2.0,2929.0,2.0,1.0
77200,Sim,2.0,566.0,2.0,1.0
77201,Sim,2.0,596.0,2.0,1.0
77207,Sim,4.0,788.0,2.0,1.0
77214,Sim,2.0,1188.0,2.0,1.0
77221,Sim,2.0,934.0,2.0,1.0
77224,Sem Informação,missing,1000.0,2.0,1.0
77226,Sim,2.0,1100.0,2.0,1.0
77227,Não,2.0,1229.0,2.0,1.0
77233,Sim,2.0,1182.0,2.0,1.0
77235,Não,2.0,929.0,2.0,1.0
77246,Sim,2.0,4050.0,2.0,1.0
77267,Sim,2.0,2490.0,2.0,1.0
77299,Sem Informação,missing,1000.0,2.0,1.0
77301,Sim,2.0,456.0,2.0,1.0
77302,Sim,4.0,543.0,2.0,1.0
77306,Sim,2.0,1275.0,2.0,1.0
77312,Não,2.0,802.0,2.0,1.0
77313,Sem Informação,missing,262.0,2.0,1.0
77319,Sim,2.0,1215.0,2.0,1.0
77321,Sim,2.0,358.0,2.0,1.0
77323,Sim,4.0,266.0,2.0,1.0
77325,Sim,2.0,800.0,2.0,1.0
77326,Sim,2.0,2000.0,2.0,1.0
77331,Sim,2.0,950.0,2.0,1.0
77332,Sim,4.0,655.0,2.0,1.0
77333,Sim,4.0,850.0,2.0,1.0
77334,Sim,2.0,750.0,2.0,1.0
77337,Sem Informação,missing,211.0,2.0,1.0
77339,Sem Informação,missing,3650.0,2.0,1.0
77345,Sim,4.0,499.0,2.0,1.0
77348,Sem Informação,missing,482.0,2.0,1.0
77353,Sim,2.0,5344.0,2.0,1.0
77354,Sim,2.0,3333.0,2.0,1.0
77355,Sim,2.0,2125.0,2.0,1.0
77356,Sim,2.0,3400.0,2.0,1.0
77357,Sim,2.0,8633.0,2.0,1.0
77358,Não,2.0,3288.0,2.0,1.0
77359,Sim,2.0,32500.0,2.0,1.0
77362,Sim,2.0,1933.0,2.0,1.0
77363,Não,2.0,6300.0,2.0,1.0
77364,Sim,2.0,5000.0,2.0,1.0
77365,Sim,2.0,275.0,2.0,1.0
77368,Sim,2.0,1333.0,2.0,1.0
77369,Sim,2.0,433.0,2.0,1.0
77370,Sim,2.0,2250.0,2.0,1.0
77371,Sim,2.0,1906.0,2.0,1.0
77372,Sim,2.0,197.0,2.0,1.0
77373,Sim,2.0,1314.0,2.0,1.0
77374,Sim,2.0,613.0,2.0,1.0
77375,Sim,2.0,1261.0,2.0,1.0
77376,Sim,2.0,1266.0,2.0,1.0
77377,Sim,2.0,565.0,2.0,1.0
77379,Sim,2.0,672.0,2.0,1.0
77380,Sim,2.0,197.0,2.0,1.0
77381,Sim,2.0,2140.0,2.0,1.0
77383,Não,2.0,600.0,2.0,1.0
77384,Sim,2.0,1300.0,2.0,1.0
77387,Sim,4.0,731.0,2.0,1.0
77390,Sim,2.0,999999999999.0,2.0,1.0
77392,Sim,2.0,999999999999.0,2.0,1.0
77394,Sim,2.0,1133.0,2.0,1.0
77395,Sim,2.0,788.0,2.0,1.0
77396,Sim,2.0,760.0,2.0,1.0
77398,Sim,2.0,862.0,2.0,1.0
77399,Sim,4.0,814.0,2.0,1.0
77400,Sim,2.0,572.0,2.0,1.0
77401,Não,2.0,396.0,2.0,1.0
77404,Sim,2.0,985.0,2.0,1.0
77407,Sim,2.0,1014.0,2.0,1.0
77410,Sim,2.0,1375.0,2.0,1.0
77412,Sim,2.0,645.0,2.0,1.0
77413,Não,2.0,1823.0,2.0,1.0
77415,Sim,2.0,1152.0,2.0,1.0
77416,Sim,4.0,820.0,2.0,1.0
77419,Não,2.0,1100.0,2.0,1.0
77420,Sim,2.0,788.0,2.0,1.0
77421,Sim,2.0,533.0,2.0,1.0
77423,Sim,2.0,2150.0,2.0,1.0
77424,Sim,4.0,660.0,2.0,1.0
77428,Sim,4.0,1142.0,2.0,1.0
77430,Sim,2.0,941.0,2.0,1.0
77431,Não,2.0,643.0,2.0,1.0
77434,Sim,2.0,1166.0,2.0,1.0
77435,Sim,2.0,2022.0,2.0,1.0
77439,Sim,2.0,758.0,2.0,1.0
77442,Sim,2.0,1597.0,2.0,1.0
77444,Sim,2.0,1866.0,2.0,1.0
77446,Não,2.0,1900.0,2.0,1.0
77447,Sim,2.0,1500.0,2.0,1.0
77448,Sim,2.0,1850.0,2.0,1.0
77449,Não,2.0,1350.0,2.0,1.0
77450,Sim,2.0,3833.0,2.0,1.0
77451,Sim,2.0,1432.0,2.0,1.0
77452,Sim,2.0,1850.0,2.0,1.0
77453,Não,2.0,1600.0,2.0,1.0
77454,Sim,2.0,1020.0,2.0,1.0
77455,Sim,2.0,916.0,2.0,1.0
77456,Sim,2.0,8000.0,2.0,1.0
77458,Sim,2.0,836.0,2.0,1.0
77459,Sim,2.0,596.0,2.0,1.0
77460,Sim,2.0,999999999999.0,2.0,1.0
77464,Não,2.0,663.0,2.0,1.0
77466,Sim,2.0,1350.0,2.0,1.0
77468,Sim,2.0,900.0,2.0,1.0
77471,Sim,2.0,950.0,2.0,1.0
77473,Não,2.0,788.0,2.0,1.0
77475,Sim,2.0,3100.0,2.0,1.0
77476,Sim,2.0,1675.0,2.0,1.0
77477,Sim,2.0,814.0,2.0,1.0
77479,Sim,2.0,531.0,2.0,1.0
77481,Sim,2.0,8800.0,2.0,1.0
77483,Sim,2.0,915.0,2.0,1.0
77484,Sim,2.0,809.0,2.0,1.0
77489,Sim,2.0,1033.0,2.0,1.0
77490,Sim,4.0,545.0,2.0,1.0
77491,Sem Informação,missing,394.0,2.0,1.0
77494,Sim,2.0,4000.0,2.0,1.0
77495,Sim,2.0,333.0,2.0,1.0
77496,Sim,4.0,266.0,2.0,1.0
77498,Sim,2.0,1089.0,2.0,1.0
77503,Sem Informação,missing,1326.0,2.0,1.0
77504,Sim,2.0,333.0,2.0,1.0
77505,Sim,2.0,2266.0,2.0,1.0
77506,Sim,4.0,1056.0,2.0,1.0
77508,Sim,2.0,1927.0,2.0,1.0
77509,Sim,2.0,3000.0,2.0,1.0
77510,Sim,2.0,15000.0,2.0,1.0
77511,Sim,2.0,3487.0,2.0,1.0
77512,Sim,2.0,4333.0,2.0,1.0
77514,Sim,2.0,894.0,2.0,1.0
77515,Sim,2.0,1525.0,2.0,1.0
77516,Sim,2.0,8933.0,2.0,1.0
77517,Sim,2.0,1550.0,2.0,1.0
77518,Sim,2.0,7000.0,2.0,1.0
77520,Sim,2.0,6000.0,2.0,1.0
77521,Sim,2.0,2708.0,2.0,1.0
77522,Sim,2.0,1362.0,2.0,1.0
77523,Sim,2.0,2000.0,2.0,1.0
77524,Sem Informação,missing,788.0,2.0,1.0
77525,Sim,2.0,1400.0,2.0,1.0
77526,Sim,2.0,1733.0,2.0,1.0
77528,Não,2.0,1750.0,2.0,1.0
77531,Sim,2.0,250.0,2.0,1.0
77533,Sim,4.0,2600.0,2.0,1.0
77534,Sim,2.0,1433.0,2.0,1.0
77538,Sim,2.0,3333.0,2.0,1.0
77544,Sim,2.0,662.0,2.0,1.0
77548,Sim,2.0,596.0,2.0,1.0
77549,Sim,2.0,800.0,2.0,1.0
77556,Sim,2.0,850.0,2.0,1.0
77559,Sem Informação,missing,500.0,2.0,1.0
77566,Sim,2.0,450.0,2.0,1.0
77575,Sim,2.0,575.0,2.0,1.0
77577,Não,2.0,3288.0,2.0,1.0
77606,Sem Informação,missing,550.0,2.0,1.0
77616,Não,2.0,533.0,2.0,1.0
77617,Sim,2.0,762.0,2.0,1.0
77622,Sim,2.0,922.0,2.0,1.0
77628,Sim,4.0,2288.0,2.0,1.0
77629,Sim,2.0,1831.0,2.0,1.0
77630,Sim,2.0,1325.0,2.0,1.0
77631,Sim,2.0,1600.0,2.0,1.0
77632,Sim,2.0,1072.0,2.0,1.0
77634,Sim,2.0,1707.0,2.0,1.0
77635,Sem Informação,missing,1576.0,2.0,1.0
77636,Sim,2.0,733.0,2.0,1.0
77638,Sim,2.0,860.0,2.0,1.0
77639,Sim,2.0,1400.0,2.0,1.0
77640,Sim,2.0,1188.0,2.0,1.0
77644,Sim,2.0,600.0,2.0,1.0
77647,Sim,2.0,788.0,2.0,1.0
77648,Sim,2.0,975.0,2.0,1.0
77652,Sim,2.0,218.0,2.0,1.0
77653,Sim,2.0,462.0,2.0,1.0
77654,Não,2.0,539.0,2.0,1.0
77657,Não,2.0,810.0,2.0,1.0
77658,Sim,2.0,1015.0,2.0,1.0
77661,Sim,2.0,497.0,2.0,1.0
77670,Sim,2.0,819.0,2.0,1.0
77673,Sim,2.0,2329.0,2.0,1.0
77678,Sim,4.0,500.0,2.0,1.0
77679,Sim,4.0,1175.0,2.0,1.0
77680,Sim,2.0,906.0,2.0,1.0
77687,Sim,2.0,650.0,2.0,1.0
77691,Sim,2.0,1019.0,2.0,1.0
77695,Sim,2.0,569.0,2.0,1.0
77696,Sim,2.0,180.0,2.0,1.0
77698,Não,2.0,2500.0,2.0,1.0
77699,Sim,2.0,75.0,2.0,1.0
77701,Sim,2.0,525.0,2.0,1.0
77706,Sim,2.0,0.0,2.0,1.0
77707,Sim,2.0,300.0,2.0,1.0
77710,Sim,2.0,999999999999.0,2.0,1.0
77717,Sim,2.0,426.0,2.0,1.0
77724,Sim,2.0,2166.0,2.0,1.0
77727,Sim,2.0,5250.0,2.0,1.0
77732,Sim,2.0,6500.0,2.0,1.0
77734,Sim,2.0,950.0,2.0,1.0
77738,Não,2.0,1000.0,2.0,1.0
77740,Sim,2.0,1662.0,2.0,1.0
77741,Sim,4.0,1274.0,2.0,1.0
77743,Não,2.0,450.0,2.0,1.0
77744,Sim,2.0,566.0,2.0,1.0
77746,Sim,2.0,262.0,2.0,1.0
77747,Sim,2.0,1454.0,2.0,1.0
77749,Sim,4.0,933.0,2.0,1.0
77752,Sim,2.0,645.0,2.0,1.0
77757,Sim,2.0,996.0,2.0,1.0
77760,Sim,2.0,1000.0,2.0,1.0
77761,Sim,4.0,695.0,2.0,1.0
77762,Sim,2.0,650.0,2.0,1.0
77766,Sim,2.0,999999999999.0,2.0,1.0
77767,Sim,2.0,262.0,2.0,1.0
77769,Sim,2.0,225.0,2.0,1.0
77771,Sim,2.0,550.0,2.0,1.0
77776,Sim,2.0,1044.0,2.0,1.0
77777,Sim,2.0,999999999999.0,2.0,1.0
77778,Não,2.0,999999999999.0,2.0,1.0
77780,Sem Informação,missing,200.0,2.0,1.0
77793,Sim,4.0,492.0,2.0,1.0
77794,Sim,2.0,1450.0,2.0,1.0
77795,Sem Informação,missing,301.0,2.0,1.0
77800,Sem Informação,missing,1790.0,2.0,1.0
77801,Sim,2.0,1187.0,2.0,1.0
77802,Sim,4.0,657.0,2.0,1.0
77806,Sem Informação,missing,150.0,2.0,1.0
77808,Sim,2.0,897.0,2.0,1.0
77809,Sim,2.0,1300.0,2.0,1.0
77810,Não,2.0,3000.0,2.0,1.0
77811,Sim,4.0,800.0,2.0,1.0
77812,Não,2.0,4000.0,2.0,1.0
77813,Sim,2.0,470.0,2.0,1.0
77815,Sim,2.0,475.0,2.0,1.0
77817,Sim,2.0,300.0,2.0,1.0
77819,Não,2.0,900.0,2.0,1.0
77822,Sim,2.0,826.0,2.0,1.0
77823,Não,2.0,3000.0,2.0,1.0
77825,Sim,2.0,394.0,2.0,1.0
77827,Sim,2.0,683.0,2.0,1.0
77830,Não,2.0,472.0,2.0,1.0
77833,Sim,2.0,884.0,2.0,1.0
77835,Sim,2.0,700.0,2.0,1.0
77837,Sim,4.0,543.0,2.0,1.0
77839,Não,2.0,1214.0,2.0,1.0
77842,Sim,2.0,1300.0,2.0,1.0
77843,Sim,2.0,1950.0,2.0,1.0
77875,Sim,2.0,857.0,2.0,1.0
77877,Sim,2.0,2533.0,2.0,1.0
77879,Sim,2.0,1533.0,2.0,1.0
77880,Sim,2.0,833.0,2.0,1.0
77881,Não,2.0,3875.0,2.0,1.0
77885,Sim,2.0,1012.0,2.0,1.0
77886,Sim,2.0,1027.0,2.0,1.0
77888,Sim,2.0,1075.0,2.0,1.0
77890,Sim,2.0,1333.0,2.0,1.0
77891,Não,2.0,5788.0,2.0,1.0
77892,Não,2.0,3650.0,2.0,1.0
77894,Sim,2.0,1350.0,2.0,1.0
77897,Sim,2.0,915.0,2.0,1.0
77899,Sim,2.0,1169.0,2.0,1.0
77901,Não,2.0,2150.0,2.0,1.0
77905,Sem Informação,missing,528.0,2.0,1.0
77907,Sim,2.0,9720.0,2.0,1.0
77914,Sim,2.0,1072.0,2.0,1.0
77915,Sim,2.0,992.0,2.0,1.0
77917,Sim,2.0,1462.0,2.0,1.0
77920,Sim,2.0,1000.0,2.0,1.0
77923,Sem Informação,missing,999999999999.0,2.0,1.0
77924,Sim,2.0,2066.0,2.0,1.0
77925,Sim,2.0,1891.0,2.0,1.0
77926,Sim,2.0,1500.0,2.0,1.0
77927,Sim,2.0,3862.0,2.0,1.0
77933,Sim,2.0,1527.0,2.0,1.0
77934,Sim,2.0,3500.0,2.0,1.0
77935,Sim,2.0,2500.0,2.0,1.0
77939,Sim,2.0,1450.0,2.0,1.0
77940,Sim,2.0,4333.0,2.0,1.0
77942,Sim,2.0,4000.0,2.0,1.0
77944,Sim,2.0,1225.0,2.0,1.0
77949,Sim,2.0,840.0,2.0,1.0
77950,Sim,2.0,2766.0,2.0,1.0
77951,Sim,2.0,500.0,2.0,1.0
77952,Sim,2.0,575.0,2.0,1.0
77955,Sim,2.0,9000.0,2.0,1.0
77956,Sim,4.0,1213.0,2.0,1.0
77957,Sim,2.0,1666.0,2.0,1.0
77958,Sim,2.0,1100.0,2.0,1.0
77964,Sim,2.0,2894.0,2.0,1.0
77967,Sim,2.0,1429.0,2.0,1.0
77968,Sim,2.0,2556.0,2.0,1.0
77971,Sim,2.0,990.0,2.0,1.0
77974,Sim,2.0,1494.0,2.0,1.0
77975,Sim,2.0,2500.0,2.0,1.0
77977,Sim,2.0,2000.0,2.0,1.0
77981,Sim,2.0,2275.0,2.0,1.0
77991,Não,2.0,762.0,2.0,1.0
77992,Sim,2.0,2906.0,2.0,1.0
77994,Sim,2.0,450.0,2.0,1.0
77999,Sim,2.0,1525.0,2.0,1.0
78000,Sim,2.0,666.0,2.0,1.0
78001,Sim,2.0,2000.0,2.0,1.0
78002,Sim,4.0,566.0,2.0,1.0
78005,Sim,2.0,642.0,2.0,1.0
78006,Sim,2.0,3266.0,2.0,1.0
78007,Não,2.0,1394.0,2.0,1.0
78009,Sim,4.0,2400.0,2.0,1.0
78010,Sim,2.0,472.0,2.0,1.0
78012,Sim,2.0,1352.0,2.0,1.0
78015,Sim,2.0,2250.0,2.0,1.0
78017,Sim,4.0,387.0,2.0,1.0
78024,Sim,4.0,750.0,2.0,1.0
78025,Sim,2.0,994.0,2.0,1.0
78030,Sim,2.0,1297.0,2.0,1.0
78031,Sim,2.0,2333.0,2.0,1.0
78034,Sem Informação,missing,850.0,2.0,1.0
78035,Sim,2.0,1322.0,2.0,1.0
78037,Sim,2.0,3394.0,2.0,1.0
78038,Sim,2.0,2000.0,2.0,1.0
78039,Sim,2.0,400.0,2.0,1.0
78040,Sim,2.0,3300.0,2.0,1.0
78041,Sim,2.0,1433.0,2.0,1.0
78042,Sem Informação,missing,1054.0,2.0,1.0
78049,Sim,2.0,3500.0,2.0,1.0
78056,Sim,2.0,1650.0,2.0,1.0
78059,Sim,2.0,1894.0,2.0,1.0
78062,Sim,2.0,347.0,2.0,1.0
78064,Sim,2.0,353.0,2.0,1.0
78066,Sim,2.0,650.0,2.0,1.0
78072,Sim,4.0,400.0,2.0,1.0
78073,Sim,2.0,2800.0,2.0,1.0
78074,Sim,2.0,1400.0,2.0,1.0
78075,Sim,2.0,1644.0,2.0,1.0
78076,Sim,2.0,2450.0,2.0,1.0
78077,Sim,2.0,5883.0,2.0,1.0
78079,Sim,2.0,1875.0,2.0,1.0
78080,Sim,2.0,2000.0,2.0,1.0
78087,Sim,4.0,1450.0,2.0,1.0
78089,Sim,2.0,2000.0,2.0,1.0
78090,Não,2.0,6094.0,2.0,1.0
78093,Sim,2.0,7000.0,2.0,1.0
78099,Sim,2.0,5500.0,2.0,1.0
78102,Sim,2.0,4700.0,2.0,1.0
78103,Sim,2.0,947.0,2.0,1.0
78105,Sim,2.0,10000.0,2.0,1.0
78106,Não,2.0,2350.0,2.0,1.0
78111,Sim,2.0,1225.0,2.0,1.0
78115,Sim,2.0,2000.0,2.0,1.0
78118,Sim,2.0,1783.0,2.0,1.0
78132,Sim,2.0,1400.0,2.0,1.0
78136,Sim,2.0,4000.0,2.0,1.0
78137,Sim,4.0,1650.0,2.0,1.0
78139,Sem Informação,missing,1200.0,2.0,1.0
78140,Sim,2.0,150.0,2.0,1.0
78143,Sim,2.0,1534.0,2.0,1.0
78144,Sim,2.0,1166.0,2.0,1.0
78145,Sim,2.0,687.0,2.0,1.0
78148,Sim,2.0,1025.0,2.0,1.0
78152,Sim,2.0,500.0,2.0,1.0
78154,Sim,2.0,950.0,2.0,1.0
78155,Sim,2.0,654.0,2.0,1.0
78156,Sim,2.0,3333.0,2.0,1.0
78157,Sim,2.0,3050.0,2.0,1.0
78158,Sim,2.0,625.0,2.0,1.0
78160,Sim,2.0,575.0,2.0,1.0
78161,Sim,2.0,5166.0,2.0,1.0
78162,Sim,2.0,10000.0,2.0,1.0
78163,Sim,2.0,2000.0,2.0,1.0
78166,Sim,2.0,1025.0,2.0,1.0
78167,Sim,2.0,1050.0,2.0,1.0
78168,Não,2.0,9750.0,2.0,1.0
78169,Sim,2.0,2000.0,2.0,1.0
78170,Não,2.0,2000.0,2.0,1.0
78171,Sim,2.0,1000.0,2.0,1.0
78172,Sim,2.0,720.0,2.0,1.0
78173,Sim,2.0,3000.0,2.0,1.0
78174,Sim,2.0,2000.0,2.0,1.0
78175,Sim,2.0,1800.0,2.0,1.0
78176,Sim,2.0,2000.0,2.0,1.0
78177,Sim,4.0,1833.0,2.0,1.0
78178,Sim,2.0,625.0,2.0,1.0
78179,Sim,2.0,21000.0,2.0,1.0
78180,Sim,4.0,0.0,2.0,1.0
78183,Sim,2.0,3000.0,2.0,1.0
78185,Sim,4.0,2000.0,2.0,1.0
78187,Sim,2.0,1133.0,2.0,1.0
78190,Sim,2.0,250.0,2.0,1.0
78191,Sim,2.0,1350.0,2.0,1.0
78193,Sim,2.0,2400.0,2.0,1.0
78195,Sim,4.0,1216.0,2.0,1.0
78196,Sim,2.0,1766.0,2.0,1.0
78198,Sim,2.0,1500.0,2.0,1.0
78199,Sim,2.0,766.0,2.0,1.0
78201,Sim,2.0,477.0,2.0,1.0
78209,Sim,2.0,10000.0,2.0,1.0
78211,Sim,2.0,1166.0,2.0,1.0
78215,Não,2.0,2600.0,2.0,1.0
78217,Sim,2.0,4000.0,2.0,1.0
78218,Sim,2.0,500.0,2.0,1.0
78221,Sim,2.0,1666.0,2.0,1.0
78223,Sim,2.0,1256.0,2.0,1.0
78224,Sim,2.0,300.0,2.0,1.0
78225,Sim,2.0,1300.0,2.0,1.0
78226,Sim,2.0,683.0,2.0,1.0
78228,Sim,2.0,3250.0,2.0,1.0
78230,Sim,2.0,939.0,2.0,1.0
78232,Sim,2.0,325.0,2.0,1.0
78235,Sim,4.0,300.0,2.0,1.0
78237,Sim,2.0,680.0,2.0,1.0
78241,Sim,2.0,726.0,2.0,1.0
78243,Sim,4.0,300.0,2.0,1.0
78244,Sim,2.0,5000.0,2.0,1.0
78245,Sim,2.0,1547.0,2.0,1.0
78248,Sim,2.0,625.0,2.0,1.0
78249,Sim,2.0,744.0,2.0,1.0
78250,Sim,2.0,250.0,2.0,1.0
78251,Sim,2.0,1033.0,2.0,1.0
78252,Sim,4.0,1050.0,2.0,1.0
78256,Sem Informação,missing,500.0,2.0,1.0
78259,Sim,2.0,500.0,2.0,1.0
78260,Sem Informação,missing,997.0,2.0,1.0
78261,Sim,2.0,575.0,2.0,1.0
78263,Sim,2.0,2766.0,2.0,1.0
78265,Sim,2.0,720.0,2.0,1.0
78269,Sim,2.0,862.0,2.0,1.0
78271,Sim,2.0,596.0,2.0,1.0
78272,Sim,2.0,633.0,2.0,1.0
78274,Sim,2.0,2333.0,2.0,1.0
78280,Sim,2.0,1150.0,2.0,1.0
78281,Não,2.0,600.0,2.0,1.0
78284,Sim,2.0,866.0,2.0,1.0
78285,Sim,2.0,1725.0,2.0,1.0
78286,Sim,2.0,1400.0,2.0,1.0
78287,Sim,2.0,500.0,2.0,1.0
78289,Sim,2.0,770.0,2.0,1.0
78292,Sim,2.0,1250.0,2.0,1.0
78293,Sim,4.0,1100.0,2.0,1.0
78294,Sim,2.0,850.0,2.0,1.0
78295,Sim,2.0,1450.0,2.0,1.0
78296,Sim,2.0,566.0,2.0,1.0
